"Date","Currency","Mean","Buy","Sell"
"11/12/2017","US DOLLAR","103.0778","102.9778","103.1778"
"08/12/2017","US DOLLAR","102.9583","102.8583","103.0583"
"07/12/2017","US DOLLAR","102.8778","102.7778","102.9778"
"06/12/2017","US DOLLAR","102.9833","102.8833","103.0833"
"05/12/2017","US DOLLAR","103.0611","102.9611","103.1611"
"04/12/2017","US DOLLAR","103.0389","102.9389","103.1389"
"01/12/2017","US DOLLAR","103.1028","103.0028","103.2028"
"30/11/2017","US DOLLAR","103.2533","103.1533","103.3533"
"29/11/2017","US DOLLAR","103.3533","103.2533","103.4533"
"27/11/2017","US DOLLAR","103.3444","103.2500","103.4389"
"24/11/2017","US DOLLAR","103.2639","103.1639","103.3639"
"23/11/2017","US DOLLAR","103.3861","103.2861","103.4861"
"22/11/2017","US DOLLAR","103.3650","103.2650","103.4650"
"21/11/2017","US DOLLAR","103.6000","103.5000","103.7000"
"20/11/2017","US DOLLAR","103.7889","103.6889","103.8889"
"17/11/2017","US DOLLAR","103.6939","103.5939","103.7939"
"16/11/2017","US DOLLAR","103.7361","103.6361","103.8361"
"15/11/2017","US DOLLAR","103.6778","103.5778","103.7778"
"14/11/2017","US DOLLAR","103.5861","103.4861","103.6861"
"13/11/2017","US DOLLAR","103.5811","103.4811","103.6811"
"10/11/2017","US DOLLAR","103.5933","103.4933","103.6933"
"09/11/2017","US DOLLAR","103.6000","103.5028","103.6972"
"08/11/2017","US DOLLAR","103.6056","103.5056","103.7056"
"07/11/2017","US DOLLAR","103.6194","103.5194","103.7194"
"06/11/2017","US DOLLAR","103.6639","103.5639","103.7639"
"03/11/2017","US DOLLAR","103.7389","103.6389","103.8389"
"02/11/2017","US DOLLAR","103.7944","103.6944","103.8944"
"01/11/2017","US DOLLAR","103.7500","103.6500","103.8500"
"31/10/2017","US DOLLAR","103.6944","103.5944","103.7944"
"30/10/2017","US DOLLAR","103.6917","103.5917","103.7917"
"30/10/2017","US DOLLAR","103.6917","103.5917","103.7917"
"27/10/2017","US DOLLAR","103.8139","103.7139","103.9139"
"24/10/2017","US DOLLAR","103.6961","103.5961","103.7961"
"23/10/2017","US DOLLAR","103.5528","103.4528","103.6528"
"19/10/2017","US DOLLAR","103.4167","103.3167","103.5167"
"18/10/2017","US DOLLAR","103.3611","103.2611","103.4611"
"17/10/2017","US DOLLAR","103.2961","103.1961","103.3961"
"16/10/2017","US DOLLAR","103.2767","103.1767","103.3767"
"13/10/2017","US DOLLAR","103.2783","103.1783","103.3783"
"12/10/2017","US DOLLAR","103.3028","103.2028","103.4028"
"11/10/2017","US DOLLAR","103.2250","103.1250","103.3250"
"10/10/2017","US DOLLAR","103.2667","103.1667","103.3667"
"09/10/2017","US DOLLAR","103.2250","103.1278","103.3222"
"06/10/2017","US DOLLAR","103.2144","103.1144","103.3144"
"05/10/2017","US DOLLAR","103.3139","103.2139","103.4139"
"04/10/2017","US DOLLAR","103.3072","103.2072","103.4072"
"03/10/2017","US DOLLAR","103.2194","103.1250","103.3139"
"02/10/2017","US DOLLAR","103.2222","103.1222","103.3222"
"29/09/2017","US DOLLAR","103.2472","103.1472","103.3472"
"28/09/2017","US DOLLAR","103.3439","103.2439","103.4439"
"27/09/2017","US DOLLAR","103.3400","103.2400","103.4400"
"26/09/2017","US DOLLAR","103.2694","103.1694","103.3694"
"25/09/2017","US DOLLAR","103.2611","103.1611","103.3611"
"22/09/2017","US DOLLAR","103.2872","103.1872","103.3872"
"21/09/2017","US DOLLAR","103.3150","103.2150","103.4150"
"20/09/2017","US DOLLAR","103.2750","103.1750","103.3750"
"19/09/2017","US DOLLAR","103.1444","103.0444","103.2444"
"18/09/2017","US DOLLAR","103.0333","102.9333","103.1333"
"15/09/2017","US DOLLAR","102.8486","102.7500","102.9472"
"14/09/2017","US DOLLAR","102.8706","102.7706","102.9706"
"13/09/2017","US DOLLAR","102.8778","102.7778","102.9778"
"12/09/2017","US DOLLAR","102.7017","102.6017","102.8017"
"11/09/2017","US DOLLAR","102.8944","102.7944","102.9944"
"08/09/2017","US DOLLAR","103.1617","103.0617","103.2617"
"07/09/2017","US DOLLAR","103.2417","103.1417","103.3417"
"07/09/2017","US DOLLAR","103.2417","103.1417","103.3417"
"06/09/2017","US DOLLAR","103.2528","103.1528","103.3528"
"05/09/2017","US DOLLAR","103.2328","103.1328","103.3328"
"04/09/2017","US DOLLAR","103.1639","103.0556","103.2722"
"01/09/2017","US DOLLAR","102.8111","102.7139","102.9083"
"31/08/2017","US DOLLAR","103.1433","103.0433","103.2433"
"30/08/2017","US DOLLAR","103.1828","103.0883","103.2772"
"29/08/2017","US DOLLAR","103.1728","103.0728","103.2728"
"28/08/2017","US DOLLAR","103.1583","103.0583","103.2583"
"25/08/2017","US DOLLAR","103.2528","103.1556","103.3500"
"24/08/2017","US DOLLAR","103.2378","103.1378","103.3378"
"23/08/2017","US DOLLAR","103.1778","103.0750","103.2806"
"22/08/2017","US DOLLAR","103.1028","103.0028","103.2028"
"21/08/2017","US DOLLAR","103.2250","103.1250","103.3250"
"18/08/2017","US DOLLAR","103.3878","103.2878","103.4878"
"17/08/2017","US DOLLAR","103.6978","103.5978","103.7978"
"16/08/2017","US DOLLAR","103.7456","103.6456","103.8456"
"15/08/2017","US DOLLAR","103.7611","103.6611","103.8611"
"14/08/2017","US DOLLAR","103.8700","103.7700","103.9700"
"11/08/2017","US DOLLAR","103.8972","103.7972","103.9972"
"10/08/2017","US DOLLAR","103.9028","103.8028","104.0028"
"09/08/2017","US DOLLAR","103.9039","103.8039","104.0039"
"07/08/2017","US DOLLAR","103.8881","103.7894","103.9867"
"04/08/2017","US DOLLAR","103.8672","103.7672","103.9672"
"03/08/2017","US DOLLAR","103.8572","103.7572","103.9572"
"02/08/2017","US DOLLAR","103.8739","103.7767","103.9711"
"01/08/2017","US DOLLAR","103.9194","103.8250","104.0139"
"31/07/2017","US DOLLAR","103.9111","103.8111","104.0111"
"28/07/2017","US DOLLAR","103.9094","103.8094","104.0094"
"27/07/2017","US DOLLAR","103.9033","103.8033","104.0033"
"26/07/2017","US DOLLAR","103.9072","103.8072","104.0072"
"25/07/2017","US DOLLAR","103.8828","103.7828","103.9828"
"24/07/2017","US DOLLAR","103.8661","103.7661","103.9661"
"21/07/2017","US DOLLAR","103.8417","103.7417","103.9417"
"20/07/2017","US DOLLAR","103.9469","103.8483","104.0456"
"19/07/2017","US DOLLAR","103.9256","103.8256","104.0256"
"18/07/2017","US DOLLAR","103.9072","103.8072","104.0072"
"17/07/2017","US DOLLAR","103.9089","103.8089","104.0089"
"14/07/2017","US DOLLAR","103.8889","103.7889","103.9889"
"13/07/2017","US DOLLAR","103.9333","103.8333","104.0333"
"12/07/2017","US DOLLAR","104.0167","103.9167","104.1167"
"11/07/2017","US DOLLAR","103.9217","103.8217","104.0217"
"10/07/2017","US DOLLAR","103.8350","103.7350","103.9350"
"07/07/2017","US DOLLAR","103.8372","103.7372","103.9372"
"06/07/2017","US DOLLAR","103.7839","103.6839","103.8839"
"05/07/2017","US DOLLAR","103.7678","103.6678","103.8678"
"04/07/2017","US DOLLAR","103.8078","103.7078","103.9078"
"03/07/2017","US DOLLAR","103.7167","103.6167","103.8167"
"30/06/2017","US DOLLAR","103.7117","103.6117","103.8117"
"29/06/2017","US DOLLAR","103.6783","103.5783","103.7783"
"28/06/2017","US DOLLAR","103.6717","103.5717","103.7717"
"28/06/2017","US DOLLAR","103.6717","103.5717","103.7717"
"27/06/2017","US DOLLAR","103.6661","103.5661","103.7661"
"23/06/2017","US DOLLAR","103.6283","103.5311","103.7256"
"22/06/2017","US DOLLAR","103.6256","103.5256","103.7256"
"21/06/2017","US DOLLAR","103.6200","103.5200","103.7200"
"20/06/2017","US DOLLAR","103.6156","103.5156","103.7156"
"19/06/2017","US DOLLAR","103.5756","103.4783","103.6728"
"16/06/2017","US DOLLAR","103.5547","103.4561","103.6533"
"15/06/2017","US DOLLAR","103.4083","103.3083","103.5083"
"14/06/2017","US DOLLAR","103.3694","103.2694","103.4694"
"13/06/2017","US DOLLAR","103.3400","103.2456","103.4344"
"12/06/2017","US DOLLAR","103.3206","103.2233","103.4178"
"09/06/2017","US DOLLAR","103.3208","103.2278","103.4139"
"08/06/2017","US DOLLAR","103.3194","103.2222","103.4167"
"07/06/2017","US DOLLAR","103.3486","103.2544","103.4428"
"06/06/2017","US DOLLAR","103.3622","103.2622","103.4622"
"05/06/2017","US DOLLAR","103.3317","103.2317","103.4317"
"02/06/2017","US DOLLAR","103.3544","103.2628","103.4461"
"31/05/2017","US DOLLAR","103.3811","103.2811","103.4811"
"30/05/2017","US DOLLAR","103.3561","103.2561","103.4561"
"29/05/2017","US DOLLAR","103.3439","103.2439","103.4439"
"26/05/2017","US DOLLAR","103.3094","103.2094","103.4094"
"25/05/2017","US DOLLAR","103.2986","103.2022","103.3950"
"24/05/2017","US DOLLAR","103.3000","103.2000","103.4000"
"23/05/2017","US DOLLAR","103.2883","103.1911","103.3856"
"22/05/2017","US DOLLAR","103.3078","103.2133","103.4022"
"19/05/2017","US DOLLAR","103.3406","103.2433","103.4378"
"18/05/2017","US DOLLAR","103.3378","103.2406","103.4350"
"17/05/2017","US DOLLAR","103.3494","103.2522","103.4467"
"16/05/2017","US DOLLAR","103.2333","103.1417","103.3250"
"15/05/2017","US DOLLAR","103.2222","103.1222","103.3222"
"12/05/2017","US DOLLAR","103.3778","103.2778","103.4778"
"11/05/2017","US DOLLAR","103.3161","103.2189","103.4133"
"10/05/2017","US DOLLAR","103.2006","103.1006","103.3006"
"09/05/2017","US DOLLAR","103.1750","103.0750","103.2750"
"08/05/2017","US DOLLAR","103.1386","103.0372","103.2400"
"05/05/2017","US DOLLAR","103.1442","103.0428","103.2456"
"04/05/2017","US DOLLAR","103.0931","102.9944","103.1917"
"03/05/2017","US DOLLAR","103.0972","102.9972","103.1972"
"02/05/2017","US DOLLAR","103.1478","103.0478","103.2478"
"28/04/2017","US DOLLAR","103.2222","103.1250","103.3194"
"27/04/2017","US DOLLAR","103.2833","103.1833","103.3833"
"26/04/2017","US DOLLAR","103.2711","103.1711","103.3711"
"25/04/2017","US DOLLAR","103.2683","103.1683","103.3683"
"24/04/2017","US DOLLAR","103.3247","103.2206","103.4289"
"21/04/2017","US DOLLAR","103.3806","103.2806","103.4806"
"20/04/2017","US DOLLAR","103.4139","103.3139","103.5139"
"19/04/2017","US DOLLAR","103.4283","103.3283","103.5283"
"18/04/2017","US DOLLAR","103.3617","103.2617","103.4617"
"13/04/2017","US DOLLAR","103.4089","103.3089","103.5089"
"12/04/2017","US DOLLAR","103.4150","103.3150","103.5150"
"11/04/2017","US DOLLAR","103.4444","103.3444","103.5444"
"10/04/2017","US DOLLAR","103.3889","103.2889","103.4889"
"07/04/2017","US DOLLAR","103.4372","103.3372","103.5372"
"06/04/2017","US DOLLAR","103.2783","103.1783","103.3783"
"05/04/2017","US DOLLAR","103.2367","103.1367","103.3367"
"04/04/2017","US DOLLAR","103.1944","103.0944","103.2944"
"03/04/2017","US DOLLAR","103.0989","102.9989","103.1989"
"31/03/2017","US DOLLAR","103.0000","102.9000","103.1000"
"30/03/2017","US DOLLAR","103.0167","102.9167","103.1167"
"29/03/2017","US DOLLAR","102.9528","102.8528","103.0528"
"28/03/2017","US DOLLAR","102.7061","102.9061","102.8061"
"27/03/2017","US DOLLAR","102.9083","102.8083","103.0083"
"24/03/2017","US DOLLAR","102.9472","102.8472","103.0472"
"23/03/2017","US DOLLAR","102.8972","102.7972","102.9972"
"22/03/2017","US DOLLAR","103.1056","103.0056","103.2056"
"21/03/2017","US DOLLAR","103.1117","103.0117","103.2117"
"20/03/2017","US DOLLAR","103.1111","103.0111","103.2111"
"17/03/2017","US DOLLAR","103.0306","102.9306","103.1306"
"16/03/2017","US DOLLAR","102.8944","102.7944","102.9944"
"15/03/2017","US DOLLAR","102.8122","102.7122","102.9122"
"14/03/2017","US DOLLAR","102.6711","102.5711","102.7711"
"13/03/2017","US DOLLAR","102.6150","102.5150","102.7150"
"10/03/2017","US DOLLAR","102.5639","102.4639","102.6639"
"09/03/2017","US DOLLAR","102.5628","102.4628","102.6628"
"08/03/2017","US DOLLAR","102.6211","102.5211","102.7211"
"07/03/2017","US DOLLAR","102.6428","102.5428","102.7428"
"06/03/2017","US DOLLAR","102.6528","102.5528","102.7528"
"03/03/2017","US DOLLAR","102.8761","102.7761","102.9761"
"02/03/2017","US DOLLAR","102.8333","102.7333","102.9333"
"01/03/2017","US DOLLAR","102.9750","102.8750","103.0750"
"28/02/2017","US DOLLAR","103.3417","103.2417","103.4417"
"27/02/2017","US DOLLAR","103.4678","103.3678","103.5678"
"24/02/2017","US DOLLAR","103.5467","103.4467","103.6467"
"23/02/2017","US DOLLAR","103.5944","103.4944","103.6944"
"22/02/2017","US DOLLAR","103.5767","103.4767","103.6767"
"22/02/2017","US DOLLAR","103.5767","103.4767","103.6767"
"21/02/2017","US DOLLAR","103.5833","103.4833","103.6833"
"20/02/2017","US DOLLAR","103.6222","103.5222","103.7222"
"17/02/2017","US DOLLAR","103.6514","103.5528","103.7500"
"16/02/2017","US DOLLAR","103.6500","103.5500","103.7500"
"15/02/2017","US DOLLAR","103.6608","103.5622","103.7594"
"14/02/2017","US DOLLAR","103.6700","103.5700","103.7700"
"13/02/2017","US DOLLAR","103.6319","103.5333","103.7306"
"10/02/2017","US DOLLAR","103.5333","103.4333","103.6333"
"09/02/2017","US DOLLAR","103.6994","103.5994","103.7994"
"08/02/2017","US DOLLAR","103.6989","103.5989","103.7989"
"07/02/2017","US DOLLAR","103.6917","103.5917","103.7917"
"06/02/2017","US DOLLAR","103.7583","103.6583","103.8583"
"03/02/2017","US DOLLAR","103.8144","103.7144","103.9144"
"02/02/2017","US DOLLAR","103.8233","103.7233","103.9233"
"01/02/2017","US DOLLAR","103.8589","103.7589","103.9589"
"31/01/2017","US DOLLAR","103.9556","103.8556","104.0556"
"30/01/2017","US DOLLAR","103.9667","103.8667","104.0667"
"27/01/2017","US DOLLAR","103.9639","103.8639","104.0639"
"26/01/2017","US DOLLAR","104.0028","103.9028","104.1028"
"25/01/2017","US DOLLAR","103.9928","103.8928","104.0928"
"24/01/2017","US DOLLAR","103.9511","103.8511","104.0511"
"23/01/2017","US DOLLAR","103.8028","103.7028","103.9028"
"20/01/2017","US DOLLAR","103.8333","103.7333","103.9333"
"19/01/2017","US DOLLAR","103.9494","103.8494","104.0494"
"18/01/2017","US DOLLAR","103.9611","103.8611","104.0611"
"17/01/2017","US DOLLAR","103.9306","103.8306","104.0306"
"16/01/2017","US DOLLAR","103.9150","103.7928","104.0372"
"13/01/2017","US DOLLAR","103.8778","103.7778","103.9778"
"12/01/2017","US DOLLAR","103.8283","103.7283","103.9283"
"11/01/2017","US DOLLAR","103.8367","103.7367","103.9367"
"10/01/2017","US DOLLAR","103.8056","103.7056","103.9056"
"09/01/2017","US DOLLAR","103.6583","103.5556","103.7611"
"06/01/2017","US DOLLAR","103.6094","103.5094","103.7094"
"05/01/2017","US DOLLAR","103.4667","103.3667","103.5667"
"04/01/2017","US DOLLAR","102.8128","102.7156","102.9100"
"03/01/2017","US DOLLAR","102.5628","102.4628","102.6628"
"30/12/2016","US DOLLAR","102.4858","102.3872","102.5844"
"29/12/2016","US DOLLAR","102.4433","102.3433","102.5433"
"28/12/2016","US DOLLAR","102.3589","102.2589","102.4589"
"23/12/2016","US DOLLAR","102.3578","102.2578","102.4578"
"22/12/2016","US DOLLAR","102.3472","102.2472","102.4472"
"21/12/2016","US DOLLAR","102.3017","102.2072","102.3961"
"20/12/2016","US DOLLAR","102.2417","102.1417","102.3417"
"19/12/2016","US DOLLAR","102.1978","102.0978","102.2978"
"16/12/2016","US DOLLAR","102.1861","102.0861","102.2861"
"15/12/2016","US DOLLAR","102.1006","102.0006","102.2006"
"14/12/2016","US DOLLAR","102.0978","101.9978","102.1978"
"13/12/2016","US DOLLAR","102.0817","101.9817","102.1817"
"09/12/2016","US DOLLAR","101.9739","101.8739","102.0739"
"08/12/2016","US DOLLAR","101.9731","101.8772","102.0689"
"07/12/2016","US DOLLAR","101.9144","101.8144","102.0144"
"06/12/2016","US DOLLAR","101.8739","101.7739","101.9739"
"05/12/2016","US DOLLAR","101.8700","101.7700","101.9700"
"02/12/2016","US DOLLAR","101.8586","101.7628","101.9544"
"01/12/2016","US DOLLAR","101.8503","101.7544","101.9461"
"30/11/2016","US DOLLAR","101.8769","101.7811","101.9728"
"29/11/2016","US DOLLAR","101.8756","101.7756","101.9756"
"28/11/2016","US DOLLAR","101.8939","101.7939","101.9939"
"25/11/2016","US DOLLAR","101.8733","101.7733","101.9733"
"24/11/2016","US DOLLAR","101.8650","101.7650","101.9650"
"23/11/2016","US DOLLAR","101.8528","101.7528","101.9528"
"22/11/2016","US DOLLAR","101.8556","101.7556","101.9556"
"21/11/2016","US DOLLAR","101.8444","101.7472","101.9417"
"18/11/2016","US DOLLAR","101.8278","101.7278","101.9278"
"17/11/2016","US DOLLAR","101.8533","101.7533","101.9533"
"16/11/2016","US DOLLAR","101.7717","101.6717","101.8717"
"15/11/2016","US DOLLAR","101.7667","101.6694","101.8639"
"14/11/2016","US DOLLAR","101.7417","101.6417","101.8417"
"11/11/2016","US DOLLAR","101.7028","101.6072","101.7983"
"10/11/2016","US DOLLAR","101.6983","101.5983","101.7983"
"09/11/2016","US DOLLAR","101.7208","101.6228","101.8189"
"08/11/2016","US DOLLAR","101.6222","101.5222","101.7222"
"07/11/2016","US DOLLAR","101.6578","101.5633","101.7522"
"04/11/2016","US DOLLAR","101.5911","101.4911","101.6911"
"03/11/2016","US DOLLAR","101.5661","101.4717","101.6606"
"02/11/2016","US DOLLAR","101.5239","101.4267","101.6211"
"01/11/2016","US DOLLAR","101.4761","101.3789","101.5733"
"31/10/2016","US DOLLAR","101.4586","101.3600","101.5572"
"28/10/2016","US DOLLAR","101.4342","101.3394","101.5289"
"27/10/2016","US DOLLAR","101.3828","101.2856","101.4800"
"26/10/2016","US DOLLAR","101.3883","101.2883","101.4883"
"25/10/2016","US DOLLAR","101.4039","101.3067","101.5011"
"24/10/2016","US DOLLAR","101.3700","101.2728","101.4672"
"21/10/2016","US DOLLAR","101.3150","101.2178","101.4122"
"19/10/2016","US DOLLAR","101.3078","101.2078","101.4078"
"18/10/2016","US DOLLAR","101.3528","101.2528","101.4528"
"17/10/2016","US DOLLAR","101.3583","101.2622","101.4544"
"14/10/2016","US DOLLAR","101.3475","101.2517","101.4433"
"13/10/2016","US DOLLAR","101.2892","101.1961","101.3822"
"12/10/2016","US DOLLAR","101.2953","101.1994","101.3911"
"11/10/2016","US DOLLAR","101.2847","101.1889","101.3806"
"10/10/2016","US DOLLAR","101.2653","101.1667","101.3639"
"07/10/2016","US DOLLAR","101.2500","101.1528","101.3472"
"06/10/2016","US DOLLAR","101.2700","101.1700","101.3700"
"05/10/2016","US DOLLAR","101.2600","101.1628","101.3572"
"04/10/2016","US DOLLAR","101.2139","101.1167","101.3111"
"03/10/2016","US DOLLAR","101.2206","101.1261","101.3150"
"30/09/2016","US DOLLAR","101.2617","101.1617","101.3617"
"29/09/2016","US DOLLAR","101.3133","101.2161","101.4106"
"28/09/2016","US DOLLAR","101.2844","101.1872","101.3817"
"27/09/2016","US DOLLAR","101.3011","101.2039","101.3983"
"26/09/2016","US DOLLAR","101.1944","101.0972","101.2917"
"23/09/2016","US DOLLAR","101.2100","101.1128","101.3072"
"22/09/2016","US DOLLAR","101.2706","101.1706","101.3706"
"21/09/2016","US DOLLAR","101.2628","101.1628","101.3628"
"20/09/2016","US DOLLAR","101.2856","101.1856","101.3856"
"19/09/2016","US DOLLAR","101.2906","101.1906","101.3906"
"16/09/2016","US DOLLAR","101.2872","101.1872","101.3872"
"15/09/2016","US DOLLAR","101.2728","101.1728","101.3728"
"14/09/2016","US DOLLAR","101.1844","101.0872","101.2817"
"13/09/2016","US DOLLAR","101.2044","101.1044","101.3044"
"09/09/2016","US DOLLAR","101.3028","101.2056","101.4000"
"08/09/2016","US DOLLAR","101.3194","101.2194","101.4194"
"07/09/2016","US DOLLAR","101.3167","101.2167","101.4167"
"06/09/2016","US DOLLAR","101.2739","101.1767","101.3711"
"05/09/2016","US DOLLAR","101.2356","101.1383","101.3328"
"02/09/2016","US DOLLAR","101.2983","101.1983","101.3983"
"01/09/2016","US DOLLAR","101.3250","101.2306","101.4194"
"31/08/2016","US DOLLAR","101.3589","101.2589","101.4589"
"30/08/2016","US DOLLAR","101.3889","101.2889","101.4889"
"29/08/2016","US DOLLAR","101.3817","101.2817","101.4817"
"26/08/2016","US DOLLAR","101.3661","101.2661","101.4661"
"25/08/2016","US DOLLAR","101.3744","101.2744","101.4744"
"24/08/2016","US DOLLAR","101.3506","101.2589","101.4422"
"23/08/2016","US DOLLAR","101.3756","101.2811","101.4700"
"22/08/2016","US DOLLAR","101.3550","101.2578","101.4522"
"19/08/2016","US DOLLAR","101.3722","101.2722","101.4722"
"18/08/2016","US DOLLAR","101.4139","101.3222","101.5056"
"17/08/2016","US DOLLAR","101.4811","101.3811","101.5811"
"16/08/2016","US DOLLAR","101.4617","101.3617","101.5617"
"15/08/2016","US DOLLAR","101.4639","101.3639","101.5639"
"12/08/2016","US DOLLAR","101.4744","101.3744","101.5744"
"11/08/2016","US DOLLAR","101.4939","101.3939","101.5939"
"10/08/2016","US DOLLAR","101.4744","101.3772","101.5717"
"09/08/2016","US DOLLAR","101.4489","101.3489","101.5489"
"08/08/2016","US DOLLAR","101.3794","101.2794","101.4794"
"05/08/2016","US DOLLAR","101.3939","101.2939","101.4939"
"04/08/2016","US DOLLAR","101.4067","101.3067","101.5067"
"03/08/2016","US DOLLAR","101.4117","101.3117","101.5117"
"02/08/2016","US DOLLAR","101.4111","101.3111","101.5111"
"01/08/2016","US DOLLAR","101.3972","101.2972","101.4972"
"29/07/2016","US DOLLAR","101.3889","101.2917","101.4861"
"28/07/2016","US DOLLAR","101.3900","101.2928","101.4872"
"27/07/2016","US DOLLAR","101.3167","101.2167","101.4167"
"26/07/2016","US DOLLAR","101.3894","101.2867","101.4922"
"25/07/2016","US DOLLAR","101.5450","101.4478","101.6422"
"22/07/2016","US DOLLAR","101.5544","101.4600","101.6489"
"21/07/2016","US DOLLAR","101.5778","101.4778","101.6778"
"20/07/2016","US DOLLAR","101.5678","101.4678","101.6678"
"19/07/2016","US DOLLAR","101.4781","101.3822","101.5739"
"18/07/2016","US DOLLAR","101.3847","101.2917","101.4778"
"15/07/2016","US DOLLAR","101.3372","101.2400","101.4344"
"14/07/2016","US DOLLAR","101.3400","101.2400","101.4400"
"13/07/2016","US DOLLAR","101.2872","101.1900","101.3844"
"12/07/2016","US DOLLAR","101.2683","101.1683","101.3683"
"11/07/2016","US DOLLAR","101.2372","101.1428","101.3317"
"08/07/2016","US DOLLAR","101.1722","101.0806","101.2639"
"06/07/2016","US DOLLAR","101.1194","101.0306","101.2083"
"05/07/2016","US DOLLAR","101.1042","101.0139","101.1944"
"04/07/2016","US DOLLAR","101.0867","100.9950","101.1783"
"01/07/2016","US DOLLAR","101.0861","100.9917","101.1806"
"30/06/2016","US DOLLAR","101.1022","101.0050","101.1994"
"29/06/2016","US DOLLAR","101.2100","101.1156","101.3044"
"28/06/2016","US DOLLAR","101.2417","101.1472","101.3361"
"27/06/2016","US DOLLAR","101.2400","101.1400","101.3400"
"24/06/2016","US DOLLAR","101.2739","101.1739","101.3739"
"23/06/2016","US DOLLAR","101.2108","101.1122","101.3094"
"22/06/2016","US DOLLAR","101.1958","101.1000","101.2917"
"21/06/2016","US DOLLAR","101.2456","101.1483","101.3428"
"20/06/2016","US DOLLAR","101.2336","101.1406","101.3267"
"17/06/2016","US DOLLAR","101.2603","101.1617","101.3589"
"16/06/2016","US DOLLAR","101.2514","101.1528","101.3500"
"15/06/2016","US DOLLAR","101.1442","101.0539","101.2344"
"14/06/2016","US DOLLAR","101.1275","101.0289","101.2261"
"13/06/2016","US DOLLAR","101.1042","101.0083","101.2000"
"10/06/2016","US DOLLAR","101.1203","101.0272","101.2133"
"09/06/2016","US DOLLAR","101.0889","100.9889","101.1889"
"08/06/2016","US DOLLAR","101.1278","101.0361","101.2194"
"07/06/2016","US DOLLAR","101.1083","101.0111","101.2056"
"06/06/2016","US DOLLAR","101.0042","100.9083","101.1000"
"03/06/2016","US DOLLAR","100.9022","100.8022","101.0022"
"02/06/2016","US DOLLAR","100.8444","100.7500","100.9389"
"31/05/2016","US DOLLAR","100.8306","100.7306","100.9306"
"30/05/2016","US DOLLAR","100.6606","100.5689","100.7522"
"27/05/2016","US DOLLAR","100.6619","100.5661","100.7578"
"26/05/2016","US DOLLAR","100.6722","100.5750","100.7694"
"25/05/2016","US DOLLAR","100.8714","100.7722","100.9706"
"24/05/2016","US DOLLAR","100.9272","100.8300","101.0244"
"23/05/2016","US DOLLAR","100.7947","100.7044","100.8850"
"20/05/2016","US DOLLAR","100.6913","100.5972","100.7853"
"19/05/2016","US DOLLAR","100.9712","100.8778","101.0647"
"18/05/2016","US DOLLAR","100.8299","100.7333","100.9265"
"17/05/2016","US DOLLAR","100.7127","100.6194","100.8059"
"16/05/2016","US DOLLAR","100.6711","100.5733","100.7688"
"13/05/2016","US DOLLAR","100.6000","100.5000","100.7000"
"12/05/2016","US DOLLAR","100.6339","100.5372","100.7306"
"11/05/2016","US DOLLAR","100.6873","100.5906","100.7841"
"10/05/2016","US DOLLAR","100.5211","100.4233","100.6188"
"09/05/2016","US DOLLAR","100.4730","100.3767","100.5694"
"06/05/2016","US DOLLAR","100.5744","100.4794","100.6694"
"05/05/2016","US DOLLAR","100.6942","100.5972","100.7912"
"04/05/2016","US DOLLAR","100.7896","100.6928","100.8865"
"03/05/2016","US DOLLAR","101.1108","101.0133","101.2082"
"29/04/2016","US DOLLAR","101.1413","101.0472","101.2353"
"28/04/2016","US DOLLAR","101.1817","101.0917","101.2718"
"27/04/2016","US DOLLAR","101.2029","101.1100","101.2959"
"26/04/2016","US DOLLAR","101.2172","101.1239","101.3106"
"25/04/2016","US DOLLAR","101.2115","101.1183","101.3047"
"22/04/2016","US DOLLAR","101.1400","101.0489","101.2312"
"21/04/2016","US DOLLAR","101.1342","101.0389","101.2294"
"20/04/2016","US DOLLAR","101.1560","101.0572","101.2547"
"19/04/2016","US DOLLAR","101.2046","101.1044","101.3047"
"18/04/2016","US DOLLAR","101.2194","101.1189","101.3200"
"15/04/2016","US DOLLAR","101.1662","101.0700","101.2624"
"14/04/2016","US DOLLAR","101.1370","101.0417","101.2324"
"13/04/2016","US DOLLAR","101.1275","101.0339","101.2212"
"12/04/2016","US DOLLAR","101.0896","100.9928","101.1865"
"11/04/2016","US DOLLAR","101.1306","101.0311","101.2300"
"08/04/2016","US DOLLAR","101.3413","101.2444","101.4382"
"07/04/2016","US DOLLAR","101.3157","101.2167","101.4147"
"06/04/2016","US DOLLAR","101.3785","101.2806","101.4765"
"05/04/2016","US DOLLAR","101.4799","101.3833","101.5765"
"04/04/2016","US DOLLAR","101.4292","101.3283","101.5300"
"01/04/2016","US DOLLAR","101.3928","101.2961","101.4894"
"31/03/2016","US DOLLAR","101.3339","101.2372","101.4306"
"30/03/2016","US DOLLAR","101.5249","101.4322","101.6176"
"29/03/2016","US DOLLAR","101.5292","101.4383","101.6200"
"24/03/2016","US DOLLAR","101.5218","101.4283","101.6153"
"23/03/2016","US DOLLAR","101.5248","101.4283","101.6212"
"22/03/2016","US DOLLAR","101.4863","101.3867","101.5859"
"21/03/2016","US DOLLAR","101.4599","101.3639","101.5559"
"18/03/2016","US DOLLAR","101.4484","101.3556","101.5412"
"17/03/2016","US DOLLAR","101.4848","101.3867","101.5829"
